username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement
user_379,2025-08-31 12:56:36+00:00,This is a sample tweet about Indian stock market #intraday,828,603,51,,"#banknifty, #sensex, #intraday",58,1482
user_289,2025-08-31 12:56:33+00:00,This is a sample tweet about Indian stock market #intraday,4,2084,22,"user_269, user_321","#sensex, #banknifty, #nifty50",58,2110
user_160,2025-08-31 12:56:14+00:00,This is a sample tweet about Indian stock market #nifty50,534,1235,171,,"#intraday, #sensex, #nifty50",57,1940
user_55,2025-08-31 12:54:41+00:00,This is a sample tweet about Indian stock market #sensex,423,816,63,,"#nifty50, #intraday, #banknifty",56,1302
user_54,2025-08-31 12:54:29+00:00,This is a sample tweet about Indian stock market #nifty50,975,2143,479,"user_383, user_163, user_64",#sensex,57,3597
user_355,2025-08-31 12:54:19+00:00,This is a sample tweet about Indian stock market #banknifty,45,971,489,"user_293, user_429, user_171",#intraday,59,1505
user_245,2025-08-31 12:53:10+00:00,This is a sample tweet about Indian stock market #banknifty,319,2399,184,"user_102, user_484","#banknifty, #nifty50",59,2902
user_497,2025-08-31 12:52:34+00:00,This is a sample tweet about Indian stock market #intraday,139,2151,458,"user_6, user_463",#intraday,58,2748
user_475,2025-08-31 12:52:15+00:00,This is a sample tweet about Indian stock market #intraday,329,633,347,,#nifty50,58,1309
user_118,2025-08-31 12:52:06+00:00,This is a sample tweet about Indian stock market #banknifty,268,1912,365,user_329,"#banknifty, #sensex, #nifty50",59,2545
user_250,2025-08-31 12:52:00+00:00,This is a sample tweet about Indian stock market #sensex,894,1966,40,user_353,"#intraday, #banknifty, #sensex",56,2900
user_424,2025-08-31 12:51:29+00:00,This is a sample tweet about Indian stock market #nifty50,205,2222,244,,"#nifty50, #sensex",57,2671
user_84,2025-08-31 12:50:30+00:00,This is a sample tweet about Indian stock market #banknifty,431,1536,154,user_351,"#intraday, #nifty50",59,2121
user_314,2025-08-31 12:50:06+00:00,This is a sample tweet about Indian stock market #sensex,265,170,395,"user_474, user_80","#nifty50, #sensex",56,830
user_430,2025-08-31 12:49:34+00:00,This is a sample tweet about Indian stock market #intraday,408,1621,20,"user_27, user_87, user_81","#banknifty, #sensex",58,2049
user_155,2025-08-31 12:49:05+00:00,This is a sample tweet about Indian stock market #banknifty,297,244,415,"user_138, user_441, user_264","#intraday, #banknifty, #sensex",59,956
user_348,2025-08-31 12:48:43+00:00,This is a sample tweet about Indian stock market #sensex,708,74,466,,#nifty50,56,1248
user_289,2025-08-31 12:48:01+00:00,This is a sample tweet about Indian stock market #nifty50,873,1133,114,"user_303, user_154",#sensex,57,2120
user_288,2025-08-31 12:47:37+00:00,This is a sample tweet about Indian stock market #nifty50,305,680,396,,#sensex,57,1381
user_152,2025-08-31 12:46:37+00:00,This is a sample tweet about Indian stock market #nifty50,754,2464,380,user_75,"#banknifty, #nifty50, #sensex",57,3598
user_195,2025-08-31 12:46:05+00:00,This is a sample tweet about Indian stock market #nifty50,209,2815,255,"user_127, user_494, user_49",#nifty50,57,3279
user_385,2025-08-31 12:45:52+00:00,This is a sample tweet about Indian stock market #sensex,229,2810,384,"user_305, user_263",#nifty50,56,3423
user_249,2025-08-31 12:44:19+00:00,This is a sample tweet about Indian stock market #sensex,443,1359,62,"user_233, user_432","#nifty50, #sensex, #intraday",56,1864
user_279,2025-08-31 12:43:29+00:00,This is a sample tweet about Indian stock market #intraday,859,1238,477,"user_274, user_153, user_362","#sensex, #banknifty",58,2574
user_374,2025-08-31 12:42:16+00:00,This is a sample tweet about Indian stock market #intraday,701,426,275,,"#nifty50, #sensex",58,1402
user_192,2025-08-31 12:41:59+00:00,This is a sample tweet about Indian stock market #intraday,994,1777,278,"user_157, user_187, user_345",#nifty50,58,3049
user_449,2025-08-31 12:41:15+00:00,This is a sample tweet about Indian stock market #intraday,719,2624,274,user_452,"#nifty50, #intraday",58,3617
user_113,2025-08-31 12:41:03+00:00,This is a sample tweet about Indian stock market #sensex,970,2941,28,"user_78, user_419, user_332",#nifty50,56,3939
user_16,2025-08-31 12:40:58+00:00,This is a sample tweet about Indian stock market #sensex,488,978,53,,"#nifty50, #banknifty",56,1519
user_37,2025-08-31 12:38:44+00:00,This is a sample tweet about Indian stock market #nifty50,641,496,68,,#nifty50,57,1205
user_407,2025-08-31 12:36:49+00:00,This is a sample tweet about Indian stock market #nifty50,701,1254,456,"user_334, user_182","#sensex, #nifty50, #intraday",57,2411
user_261,2025-08-31 12:36:48+00:00,This is a sample tweet about Indian stock market #sensex,492,1674,320,user_418,#sensex,56,2486
user_143,2025-08-31 12:36:12+00:00,This is a sample tweet about Indian stock market #sensex,604,2152,303,"user_27, user_135","#nifty50, #banknifty, #sensex",56,3059
user_329,2025-08-31 12:34:06+00:00,This is a sample tweet about Indian stock market #intraday,117,1925,201,user_291,"#banknifty, #intraday, #sensex",58,2243
user_56,2025-08-31 12:33:51+00:00,This is a sample tweet about Indian stock market #banknifty,919,1567,362,user_265,"#intraday, #sensex, #banknifty",59,2848
user_459,2025-08-31 12:33:19+00:00,This is a sample tweet about Indian stock market #sensex,691,2014,477,user_485,"#sensex, #nifty50, #intraday",56,3182
user_497,2025-08-31 12:32:34+00:00,This is a sample tweet about Indian stock market #sensex,311,2720,358,"user_63, user_92","#sensex, #banknifty, #nifty50",56,3389
user_154,2025-08-31 12:31:52+00:00,This is a sample tweet about Indian stock market #sensex,613,988,222,"user_201, user_143, user_211",#intraday,56,1823
user_228,2025-08-31 12:31:15+00:00,This is a sample tweet about Indian stock market #intraday,988,429,333,"user_76, user_494","#banknifty, #nifty50, #intraday",58,1750
user_22,2025-08-31 12:30:37+00:00,This is a sample tweet about Indian stock market #sensex,470,2525,278,user_123,#intraday,56,3273
user_307,2025-08-31 12:30:08+00:00,This is a sample tweet about Indian stock market #nifty50,278,1576,129,"user_116, user_218, user_160","#intraday, #sensex, #banknifty",57,1983
user_324,2025-08-31 12:29:57+00:00,This is a sample tweet about Indian stock market #nifty50,283,2438,387,user_12,"#nifty50, #intraday",57,3108
user_484,2025-08-31 12:29:52+00:00,This is a sample tweet about Indian stock market #intraday,608,2848,384,user_370,"#intraday, #banknifty, #nifty50",58,3840
user_135,2025-08-31 12:29:33+00:00,This is a sample tweet about Indian stock market #nifty50,21,502,473,user_433,"#intraday, #banknifty",57,996
user_243,2025-08-31 12:29:01+00:00,This is a sample tweet about Indian stock market #intraday,600,990,248,,"#intraday, #nifty50, #banknifty",58,1838
user_363,2025-08-31 12:28:21+00:00,This is a sample tweet about Indian stock market #banknifty,890,157,52,,"#sensex, #intraday",59,1099
user_245,2025-08-31 12:28:20+00:00,This is a sample tweet about Indian stock market #banknifty,664,1007,150,user_264,"#nifty50, #banknifty, #sensex",59,1821
user_64,2025-08-31 12:28:04+00:00,This is a sample tweet about Indian stock market #banknifty,583,2458,166,"user_326, user_78, user_357","#banknifty, #sensex",59,3207
user_436,2025-08-31 12:27:34+00:00,This is a sample tweet about Indian stock market #sensex,681,416,389,user_300,#sensex,56,1486
user_194,2025-08-31 12:26:59+00:00,This is a sample tweet about Indian stock market #intraday,950,2171,376,,"#nifty50, #intraday",58,3497
user_122,2025-08-31 12:24:44+00:00,This is a sample tweet about Indian stock market #banknifty,857,975,290,user_138,#sensex,59,2122
user_16,2025-08-31 12:23:31+00:00,This is a sample tweet about Indian stock market #banknifty,856,1641,226,"user_314, user_380",#sensex,59,2723
user_82,2025-08-31 12:23:14+00:00,This is a sample tweet about Indian stock market #nifty50,196,1273,489,user_454,"#intraday, #nifty50, #sensex",57,1958
user_267,2025-08-31 12:21:49+00:00,This is a sample tweet about Indian stock market #nifty50,718,2157,390,user_474,"#sensex, #intraday, #banknifty",57,3265
user_286,2025-08-31 12:21:12+00:00,This is a sample tweet about Indian stock market #sensex,43,2704,98,user_308,#intraday,56,2845
user_385,2025-08-31 12:20:54+00:00,This is a sample tweet about Indian stock market #banknifty,325,1547,118,,"#nifty50, #intraday",59,1990
user_485,2025-08-31 12:20:07+00:00,This is a sample tweet about Indian stock market #nifty50,566,1339,327,,"#sensex, #intraday, #banknifty",57,2232
user_482,2025-08-31 12:19:21+00:00,This is a sample tweet about Indian stock market #sensex,52,1419,271,user_49,"#banknifty, #sensex",56,1742
user_80,2025-08-31 12:18:42+00:00,This is a sample tweet about Indian stock market #nifty50,654,2649,380,,#intraday,57,3683
user_461,2025-08-31 12:17:21+00:00,This is a sample tweet about Indian stock market #sensex,520,489,482,"user_64, user_140, user_411",#sensex,56,1491
user_280,2025-08-31 12:17:04+00:00,This is a sample tweet about Indian stock market #nifty50,686,2772,257,"user_230, user_238","#banknifty, #sensex",57,3715
user_183,2025-08-31 12:16:06+00:00,This is a sample tweet about Indian stock market #banknifty,80,2191,384,"user_362, user_320","#sensex, #intraday",59,2655
user_169,2025-08-31 12:15:28+00:00,This is a sample tweet about Indian stock market #banknifty,115,1669,355,user_381,"#intraday, #nifty50",59,2139
user_217,2025-08-31 12:14:24+00:00,This is a sample tweet about Indian stock market #banknifty,119,2768,205,"user_122, user_489, user_297","#banknifty, #sensex, #nifty50",59,3092
user_262,2025-08-31 12:14:17+00:00,This is a sample tweet about Indian stock market #nifty50,882,145,244,user_482,"#intraday, #sensex, #nifty50",57,1271
user_467,2025-08-31 12:13:52+00:00,This is a sample tweet about Indian stock market #nifty50,906,583,252,user_122,"#banknifty, #intraday",57,1741
user_234,2025-08-31 12:13:16+00:00,This is a sample tweet about Indian stock market #nifty50,830,1986,490,"user_427, user_484, user_429",#banknifty,57,3306
user_170,2025-08-31 12:13:07+00:00,This is a sample tweet about Indian stock market #nifty50,68,160,249,"user_122, user_147, user_196","#intraday, #sensex, #banknifty",57,477
user_389,2025-08-31 12:10:55+00:00,This is a sample tweet about Indian stock market #sensex,156,532,361,"user_329, user_256","#intraday, #nifty50",56,1049
user_208,2025-08-31 12:09:27+00:00,This is a sample tweet about Indian stock market #nifty50,182,765,453,,"#intraday, #sensex",57,1400
user_294,2025-08-31 12:07:46+00:00,This is a sample tweet about Indian stock market #banknifty,782,623,381,"user_123, user_379, user_95",#intraday,59,1786
user_71,2025-08-31 12:07:32+00:00,This is a sample tweet about Indian stock market #sensex,646,1923,437,"user_17, user_32, user_350",#banknifty,56,3006
user_395,2025-08-31 12:06:49+00:00,This is a sample tweet about Indian stock market #intraday,89,15,446,,"#nifty50, #banknifty, #intraday",58,550
user_133,2025-08-31 12:05:12+00:00,This is a sample tweet about Indian stock market #intraday,817,322,138,user_4,"#banknifty, #nifty50",58,1277
user_329,2025-08-31 12:04:06+00:00,This is a sample tweet about Indian stock market #sensex,52,1244,28,user_242,"#nifty50, #intraday, #banknifty",56,1324
user_45,2025-08-31 12:03:16+00:00,This is a sample tweet about Indian stock market #banknifty,388,2548,284,user_476,"#nifty50, #banknifty, #intraday",59,3220
user_258,2025-08-31 12:01:59+00:00,This is a sample tweet about Indian stock market #intraday,653,929,385,"user_223, user_459","#banknifty, #sensex, #intraday",58,1967
user_441,2025-08-31 12:01:51+00:00,This is a sample tweet about Indian stock market #banknifty,235,2651,378,user_392,"#nifty50, #intraday, #sensex",59,3264
user_260,2025-08-31 12:00:53+00:00,This is a sample tweet about Indian stock market #banknifty,739,2928,1,user_488,#nifty50,59,3668
user_179,2025-08-31 11:58:36+00:00,This is a sample tweet about Indian stock market #intraday,403,2920,300,,"#intraday, #nifty50, #sensex",58,3623
user_417,2025-08-31 11:57:56+00:00,This is a sample tweet about Indian stock market #banknifty,596,2529,333,,"#nifty50, #intraday, #sensex",59,3458
user_60,2025-08-31 11:57:22+00:00,This is a sample tweet about Indian stock market #nifty50,968,166,100,"user_453, user_218, user_384","#banknifty, #intraday, #sensex",57,1234
user_95,2025-08-31 11:54:15+00:00,This is a sample tweet about Indian stock market #intraday,107,2557,15,"user_85, user_243","#intraday, #nifty50, #sensex",58,2679
user_221,2025-08-31 11:53:44+00:00,This is a sample tweet about Indian stock market #nifty50,713,2226,194,"user_160, user_303","#intraday, #nifty50, #sensex",57,3133
user_228,2025-08-31 11:53:40+00:00,This is a sample tweet about Indian stock market #intraday,41,1120,58,user_175,"#banknifty, #intraday",58,1219
user_1,2025-08-31 11:52:41+00:00,This is a sample tweet about Indian stock market #nifty50,813,2274,236,,"#intraday, #sensex, #banknifty",57,3323
user_347,2025-08-31 11:50:25+00:00,This is a sample tweet about Indian stock market #nifty50,905,751,99,,#banknifty,57,1755
user_268,2025-08-31 11:49:57+00:00,This is a sample tweet about Indian stock market #nifty50,991,860,115,,"#intraday, #nifty50",57,1966
user_135,2025-08-31 11:49:47+00:00,This is a sample tweet about Indian stock market #banknifty,887,427,147,user_375,#nifty50,59,1461
user_220,2025-08-31 11:49:39+00:00,This is a sample tweet about Indian stock market #sensex,688,2814,215,"user_467, user_458, user_323","#banknifty, #sensex, #nifty50",56,3717
user_433,2025-08-31 11:49:04+00:00,This is a sample tweet about Indian stock market #intraday,411,1056,443,"user_214, user_181, user_186","#banknifty, #intraday",58,1910
user_403,2025-08-31 11:48:46+00:00,This is a sample tweet about Indian stock market #nifty50,547,1247,297,user_258,"#intraday, #nifty50, #sensex",57,2091
user_125,2025-08-31 11:44:58+00:00,This is a sample tweet about Indian stock market #nifty50,216,2326,381,"user_104, user_350","#banknifty, #intraday, #nifty50",57,2923
user_256,2025-08-31 11:44:44+00:00,This is a sample tweet about Indian stock market #sensex,823,246,7,user_415,#nifty50,56,1076
user_52,2025-08-31 11:42:58+00:00,This is a sample tweet about Indian stock market #nifty50,598,763,27,"user_17, user_385",#intraday,57,1388
user_367,2025-08-31 11:42:39+00:00,This is a sample tweet about Indian stock market #banknifty,823,2202,242,"user_209, user_370","#sensex, #nifty50, #banknifty",59,3267
user_12,2025-08-31 11:40:44+00:00,This is a sample tweet about Indian stock market #sensex,939,1058,472,"user_379, user_200, user_393","#nifty50, #intraday",56,2469
user_114,2025-08-31 11:40:33+00:00,This is a sample tweet about Indian stock market #intraday,416,1376,178,"user_245, user_114",#banknifty,58,1970
user_149,2025-08-31 11:40:12+00:00,This is a sample tweet about Indian stock market #banknifty,655,1980,435,"user_468, user_236","#banknifty, #nifty50, #sensex",59,3070
user_173,2025-08-31 11:40:10+00:00,This is a sample tweet about Indian stock market #nifty50,911,1887,385,user_227,#intraday,57,3183
user_363,2025-08-31 11:36:45+00:00,This is a sample tweet about Indian stock market #banknifty,269,1453,462,"user_395, user_37, user_429",#banknifty,59,2184
user_158,2025-08-31 11:35:01+00:00,This is a sample tweet about Indian stock market #nifty50,372,2060,305,,"#nifty50, #intraday",57,2737
user_435,2025-08-31 11:34:30+00:00,This is a sample tweet about Indian stock market #nifty50,225,2945,390,user_78,#nifty50,57,3560
user_89,2025-08-31 11:33:43+00:00,This is a sample tweet about Indian stock market #sensex,155,1392,166,"user_415, user_140, user_289","#banknifty, #intraday, #nifty50",56,1713
user_98,2025-08-31 11:33:17+00:00,This is a sample tweet about Indian stock market #sensex,7,2165,134,"user_334, user_476","#nifty50, #banknifty, #intraday",56,2306
